"","country","ISO3","region_name","year","indicator_name","value","unit_of_measure"
"230","St. Lucia","LCA","Latin America & Caribbean",2012,"High blood pressure or being treated for high blood pressure (% of adult population)",0.273,"%"
"231","Marshall Islands","MHL","East Asia & Pacific",2002,"High blood pressure or being treated for high blood pressure (% of adult population)",0.105,"%"
"232","Mongolia","MNG","East Asia & Pacific",2013,"High blood pressure or being treated for high blood pressure (% of adult population)",0.275,"%"
"233","Namibia","NAM","Sub-Saharan Africa",2013,"High blood pressure or being treated for high blood pressure (% of adult population)",0.908386766910553,"%"
"234","Nepal","NPL","South Asia",2016,"High blood pressure or being treated for high blood pressure (% of adult population)",1,"%"
"235","French Polynesia","PYF","East Asia & Pacific",2010,"High blood pressure or being treated for high blood pressure (% of adult population)",0.267,"%"
"236","Qatar","QAT","Middle East & North Africa",2012,"High blood pressure or being treated for high blood pressure (% of adult population)",0.329,"%"
"237","Saudi Arabia","SAU","Middle East & North Africa",2004,"High blood pressure or being treated for high blood pressure (% of adult population)",0.249,"%"
"238","Eswatini","SWZ","Sub-Saharan Africa",2014,"High blood pressure or being treated for high blood pressure (% of adult population)",0.245,"%"
"239","Tonga","TON","East Asia & Pacific",2012,"High blood pressure or being treated for high blood pressure (% of adult population)",0.276,"%"
"240","Turkey","TUR","Europe & Central Asia",2017,"High blood pressure or being treated for high blood pressure (% of adult population)",0.278,"%"
"241","Uzbekistan","UZB","Europe & Central Asia",2014,"High blood pressure or being treated for high blood pressure (% of adult population)",0.308,"%"
"242","Vanuatu","VUT","East Asia & Pacific",2011,"High blood pressure or being treated for high blood pressure (% of adult population)",0.286,"%"
"243","Samoa","WSM","East Asia & Pacific",2002,"High blood pressure or being treated for high blood pressure (% of adult population)",0.211,"%"
"244","Armenia","ARM","Europe & Central Asia",2016,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.235,"%"
"245","Belarus","BLR","Europe & Central Asia",2016,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.382,"%"
"246","Georgia","GEO","Europe & Central Asia",2016,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.277,"%"
"247","Iraq","IRQ","Middle East & North Africa",2015,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.396,"%"
"248","Kenya","KEN","Sub-Saharan Africa",2015,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.101,"%"
"249","Kuwait","KWT","Middle East & North Africa",2014,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.559,"%"
"250","Lebanon","LBN","Middle East & North Africa",2008,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.719,"%"
"251","Libya","LBY","Middle East & North Africa",2009,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.209,"%"
"252","St. Lucia","LCA","Latin America & Caribbean",2012,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.245,"%"
"253","Qatar","QAT","Middle East & North Africa",2012,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.219,"%"
"254","Eswatini","SWZ","Sub-Saharan Africa",2014,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.109,"%"
"255","Uzbekistan","UZB","Europe & Central Asia",2014,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.463,"%"
"256","Vanuatu","VUT","East Asia & Pacific",2011,"High cholesterol or on treatment for high cholesterol (% of adult population)",0.365,"%"
"257","Angola","AGO","Sub-Saharan Africa",2015,"Prevalence of HIV, total (% of population ages 15-49)",0.0196418967097998,"%"
"258","Congo, Dem. Rep.","COD","Sub-Saharan Africa",2013,"Prevalence of HIV, total (% of population ages 15-49)",0.0115171074867249,"%"
"259","Ethiopia","ETH","Sub-Saharan Africa",2016,"Prevalence of HIV, total (% of population ages 15-49)",0.00931408815085888,"%"
"260","Gabon","GAB","Sub-Saharan Africa",2012,"Prevalence of HIV, total (% of population ages 15-49)",0.0408487021923065,"%"
"261","Ghana","GHA","Sub-Saharan Africa",2014,"Prevalence of HIV, total (% of population ages 15-49)",0.0204121433198452,"%"
"262","India","IND","South Asia",2015,"Prevalence of HIV, total (% of population ages 15-49)",0.00241558160632849,"%"
"263","Lesotho","LSO","Sub-Saharan Africa",2014,"Prevalence of HIV, total (% of population ages 15-49)",0.246486008167267,"%"
"264","Namibia","NAM","Sub-Saharan Africa",2013,"Prevalence of HIV, total (% of population ages 15-49)",0.140252351760864,"%"
"265","Niger","NER","Sub-Saharan Africa",2012,"Prevalence of HIV, total (% of population ages 15-49)",0.00366147817112505,"%"
"266","Chad","TCD","Sub-Saharan Africa",2014,"Prevalence of HIV, total (% of population ages 15-49)",0.0159100219607353,"%"
"267","Togo","TGO","Sub-Saharan Africa",2013,"Prevalence of HIV, total (% of population ages 15-49)",0.0247140061110258,"%"
"268","Zambia","ZMB","Sub-Saharan Africa",2013,"Prevalence of HIV, total (% of population ages 15-49)",0.132881417870522,"%"
"269","Zimbabwe","ZWE","Sub-Saharan Africa",2015,"Prevalence of HIV, total (% of population ages 15-49)",0.138001754879951,"%"
"270","Armenia","ARM","Europe & Central Asia",2016,"Impaired fasting glycaemia (% of adult population)",0.055,"%"
"271","Bahrain","BHR","Middle East & North Africa",2007,"Impaired fasting glycaemia (% of adult population)",0.075,"%"
"272","Belarus","BLR","Europe & Central Asia",2016,"Impaired fasting glycaemia (% of adult population)",0.04,"%"
"273","Bermuda","BMU","NAC",2014,"Impaired fasting glycaemia (% of adult population)",0.086,"%"
"274","Bhutan","BTN","South Asia",2014,"Impaired fasting glycaemia (% of adult population)",0.107,"%"
"275","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Impaired fasting glycaemia (% of adult population)",0.256,"%"
"276","Dominica","DMA","Latin America & Caribbean",2008,"Impaired fasting glycaemia (% of adult population)",0.282,"%"
"277","Georgia","GEO","Europe & Central Asia",2016,"Impaired fasting glycaemia (% of adult population)",0.02,"%"
"278","Iraq","IRQ","Middle East & North Africa",2015,"Impaired fasting glycaemia (% of adult population)",0.081,"%"
"279","Kenya","KEN","Sub-Saharan Africa",2015,"Impaired fasting glycaemia (% of adult population)",0.031,"%"
"280","Kuwait","KWT","Middle East & North Africa",2014,"Impaired fasting glycaemia (% of adult population)",0.061,"%"
"281","Lebanon","LBN","Middle East & North Africa",2008,"Impaired fasting glycaemia (% of adult population)",0.179,"%"
"282","Libya","LBY","Middle East & North Africa",2009,"Impaired fasting glycaemia (% of adult population)",0.073,"%"
"283","St. Lucia","LCA","Latin America & Caribbean",2012,"Impaired fasting glycaemia (% of adult population)",0.193,"%"
"284","Oman","OMN","Middle East & North Africa",2006,"Impaired fasting glycaemia (% of adult population)",0.313,"%"
"285","Qatar","QAT","Middle East & North Africa",2012,"Impaired fasting glycaemia (% of adult population)",0.058,"%"
"286","Solomon Islands","SLB","East Asia & Pacific",2006,"Impaired fasting glycaemia (% of adult population)",0.104,"%"
"287","Eswatini","SWZ","Sub-Saharan Africa",2014,"Impaired fasting glycaemia (% of adult population)",0.098,"%"
"288","Tonga","TON","East Asia & Pacific",2012,"Impaired fasting glycaemia (% of adult population)",0.238,"%"
"289","Uzbekistan","UZB","Europe & Central Asia",2014,"Impaired fasting glycaemia (% of adult population)",0.084,"%"
"290","Vanuatu","VUT","East Asia & Pacific",2011,"Impaired fasting glycaemia (% of adult population)",0.188,"%"
"291","United Arab Emirates","ARE","Middle East & North Africa",2003,"Inpatient care use in last 12 months (% of population 18+)",0.122369788587093,"%"
"292","Australia","AUS","East Asia & Pacific",2012,"Inpatient care use in last 12 months (% of population 18+)",0.164330095052719,"%"
"293","Azerbaijan","AZE","Europe & Central Asia",2011,"Inpatient care use in last 12 months (% of population 18+)",0.0447561219334602,"%"
"294","Belgium","BEL","Europe & Central Asia",2013,"Inpatient care use in last 12 months (% of population 18+)",0.0999002456665039,"%"
"295","Bangladesh","BGD","South Asia",2016,"Inpatient care use in last 12 months (% of population 18+)",0.0268326438963413,"%"
"296","Bulgaria","BGR","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.102683395147324,"%"
"297","Brazil","BRA","Latin America & Caribbean",2008,"Inpatient care use in last 12 months (% of population 18+)",0.0804387117901914,"%"
"298","Botswana","BWA","Sub-Saharan Africa",2009,"Inpatient care use in last 12 months (% of population 18+)",0.0591212399303913,"%"
"299","Costa Rica","CRI","Latin America & Caribbean",2012,"Inpatient care use in last 12 months (% of population 18+)",0.0600908175110817,"%"
"300","Cyprus","CYP","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0823403522372246,"%"
"301","Czech Republic","CZE","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.119411997497082,"%"
"302","Denmark","DNK","Europe & Central Asia",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0866502821445465,"%"
"303","Spain","ESP","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0784117430448532,"%"
"304","Estonia","EST","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0989184528589249,"%"
"305","Finland","FIN","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0909722149372101,"%"
"306","France","FRA","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.124476484954357,"%"
"307","United Kingdom","GBR","Europe & Central Asia",2013,"Inpatient care use in last 12 months (% of population 18+)",0.0842534080147743,"%"
"308","Gambia, The","GMB","Sub-Saharan Africa",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0133090196177363,"%"
"309","Greece","GRC","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0985457748174667,"%"
"310","Guatemala","GTM","Latin America & Caribbean",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0302478726953268,"%"
"311","Hong Kong SAR, China","HKG","East Asia & Pacific",2014,"Inpatient care use in last 12 months (% of population 18+)",0.1119624,"%"
"312","Honduras","HND","Latin America & Caribbean",2011,"Inpatient care use in last 12 months (% of population 18+)",0.0651949644088745,"%"
"313","Croatia","HRV","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.105994887650013,"%"
"314","Indonesia","IDN","East Asia & Pacific",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0401480384171009,"%"
"315","Ireland","IRL","Europe & Central Asia",2015,"Inpatient care use in last 12 months (% of population 18+)",0.165405213832855,"%"
"316","Iceland","ISL","Europe & Central Asia",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0865519121289253,"%"
"317","Italy","ITA","Europe & Central Asia",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0861887335777283,"%"
"318","Kenya","KEN","Sub-Saharan Africa",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0421840101480484,"%"
"319","Liberia","LBR","Sub-Saharan Africa",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0813223794102669,"%"
"320","Lithuania","LTU","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.1302699893713,"%"
"321","Luxembourg","LUX","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.119773469865322,"%"
"322","Latvia","LVA","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.116943337023258,"%"
"323","Malta","MLT","Middle East & North Africa",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0882013589143753,"%"
"324","Malawi","MWI","Sub-Saharan Africa",2016,"Inpatient care use in last 12 months (% of population 18+)",0.0420247353613377,"%"
"325","Nicaragua","NIC","Latin America & Caribbean",2014,"Inpatient care use in last 12 months (% of population 18+)",0.12244912981987,"%"
"326","Norway","NOR","Europe & Central Asia",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0959042608737946,"%"
"327","Papua New Guinea","PNG","East Asia & Pacific",2009,"Inpatient care use in last 12 months (% of population 18+)",0.0510009154677391,"%"
"328","Portugal","PRT","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.094735749065876,"%"
"329","Russian Federation","RUS","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.119818545877934,"%"
"330","El Salvador","SLV","Latin America & Caribbean",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0256984755396843,"%"
"331","Slovak Republic","SVK","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.12274918705225,"%"
"332","Slovenia","SVN","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.111205071210861,"%"
"333","Sweden","SWE","Europe & Central Asia",2014,"Inpatient care use in last 12 months (% of population 18+)",0.0922544673085213,"%"
"334","Thailand","THA","East Asia & Pacific",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0498000010848045,"%"
"335","Tanzania","TZA","Sub-Saharan Africa",2015,"Inpatient care use in last 12 months (% of population 18+)",0.0597933828830719,"%"
"336","Venezuela, RB","VEN","Latin America & Caribbean",2000,"Inpatient care use in last 12 months (% of population 18+)",0.0745672434568405,"%"
"337","Aruba","ABW","Latin America & Caribbean",2006,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.41,"%"
"338","United Arab Emirates","ARE","Middle East & North Africa",2003,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.179927989840508,"%"
"339","Armenia","ARM","Europe & Central Asia",2016,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.195,"%"
"340","American Samoa","ASM","East Asia & Pacific",2004,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.746,"%"
"341","Australia","AUS","East Asia & Pacific",2012,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.231441333889961,"%"
"342","Azerbaijan","AZE","Europe & Central Asia",2011,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.0956354364752769,"%"
"343","Belgium","BEL","Europe & Central Asia",2013,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.149381771683693,"%"
"344","Bulgaria","BGR","Europe & Central Asia",2014,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.261943846940994,"%"
"345","Bahrain","BHR","Middle East & North Africa",2007,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.363,"%"
"346","Belarus","BLR","Europe & Central Asia",2016,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.254,"%"
"347","Bermuda","BMU","NAC",2014,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.344,"%"
"348","Bhutan","BTN","South Asia",2014,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.062,"%"
"349","Central African Republic","CAF","Sub-Saharan Africa",2010,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.072,"%"
"350","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.105,"%"
"351","Cayman Islands","CYM","Latin America & Caribbean",2012,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.366,"%"
"352","Cyprus","CYP","Europe & Central Asia",2014,"Prevalence of obesity, BMI > 30 (% of population 18+)",0.196190103888512,"%"
